SPY,AAPL,MSFT,AMZN,TSLA,GOOGL,GOOG,META,NVDA,BRK-B,JPM,JNJ,UNH,HD,PG,V,BAC,MA,PFE,XOM,DIS,CSCO,AVGO,ADBE,CVX,PEP,TMO,KO,ABBV,CMCSA,NFLX,ABT,ACN,COST,CRM,INTC,WFC,VZ,PYPL,WMT,QCOM,MRK,LLY,MCD,T,NKE,DHR,LOW,LIN,TXN,NEE,AMD,UNP,PM,INTU,UPS,HON,MS,MDT,BMY,AMAT,ORCL,SCHW,CVS,RTX,C,GS,AMGN,BLK,BA,CAT,IBM,SBUX,AMT,PLD,GE,ISRG,COP,TGT,AXP,DE,MU,SPGI,MMM,NOW,BKNG,F,ADP,ZTS,LRCX,PNC,MDLZ,MO,ADI,GILD,LMT,SYK,GM,TFC,TJX
0.00023089274212070767,0.00029957869829962634,0.00029833180057644833,0.00037889113437966035,0.00040381587982747484,0.000315590754102449,0.0003147197409613491,0.0003897321343896826,0.0005064580894195078,0.00017912620068227442,0.0002035908232317897,7.573464338023927e-05,0.00012585122732376806,0.00021756411349412982,0.00011547376006004803,0.00021823740227180837,0.00022624979472050068,0.0002494431010229539,0.00012407310963589093,0.0001298092651594158,0.0002728228232178876,0.00019451947932954398,0.00028976361174277944,0.00032541484435342566,0.00013803252937241042,0.00011306159919111854,0.00022674747408899928,0.00011749470157196168,8.225506423745154e-05,0.0001815595836615301,0.0003640871028471449,0.00019184203829927937,0.00027487696308114046,0.00021670733573887803,0.00033686510139329794,0.0002860763828809627,0.0002242777127900316,8.633769150700338e-05,0.00037565310408845556,0.00010678456470525944,0.0003435048106060757,6.503153290449917e-05,0.00011294174212217208,0.00011312257916545814,0.00011496683396141525,0.00031333813130785524,0.00024199490223925717,0.00022387792199101634,0.00021596193343000113,0.0002475849193204961,0.00016638997886966436,0.0004678982622694935,0.00017039031499481045,0.00010732238558838764,0.0003857721653790557,0.0002111332419244739,0.00017827809215347827,0.00024378974761174232,0.0001573195747375994,6.46797972009823e-05,0.0003970503141903267,0.00020382337428932098,0.0002158679896304815,0.00013441771478721754,0.00015244516885225073,0.0002291169177672699,0.00021437144760561526,7.401384837408618e-05,0.0003008708700737326,0.0002817732524402192,0.00018835286442254212,0.00012688974989052355,0.0002507914326088902,0.0001887425645615627,0.00024228031117602174,0.00023389093317140836,0.0003119745006406445,0.00016078873664795057,0.0002731121307541065,0.0002681856512658761,0.00018036030442162396,0.0003447495084239282,0.00022028496814085073,0.00017856781495042022,0.00038211013194191227,0.000273993179318137,0.0003346646149364877,0.00021436266727416475,0.00022476214835704273,0.00041115384072108047,0.00022634106683716457,0.00013288361735069935,8.403181286288771e-05,0.00029095238933999934,0.00011415926651102712,7.102491766655851e-05,0.00023529449475431484,0.0003198421697118676,0.00022390427677229332,0.0001907066862187469
0.00029957869829962634,0.0005034801107892411,0.00040847997107986735,0.00048459126068547243,0.0006146037802212493,0.0004440729819181153,0.0004407002450677693,0.0005537989091720475,0.0006796219704650913,0.000220319158171849,0.00023272040830759992,9.023961862794014e-05,0.0001485983177018342,0.0002626722337560562,0.0001466058553188548,0.0002833570795889929,0.00026287859927171295,0.00032250985080960155,0.00012993985602479207,0.00014960195551038343,0.0003468231986711446,0.00026239271271757963,0.00038704938947933945,0.0004361126107997814,0.00015792797234235006,0.00014533424455039933,0.00027784238191437506,0.00014378542129742637,6.757345694020137e-05,0.00021620646276242661,0.0004806072420747107,0.0002245376463337519,0.0003585883393109655,0.0002875360207626128,0.00044540259925291803,0.00039913998352754685,0.00025471346707889916,0.00010631946557910734,0.00047232438670473164,0.00012913225755997458,0.0004937044301253013,6.916167204235008e-05,0.00012177707278862542,0.00013823173773905962,0.00013652014889720693,0.0004096097286863575,0.00029313866702397216,0.0002718692465965412,0.0002526012890970516,0.000335300492066708,0.00021407486174339306,0.0006176425895984915,0.00019551461766484826,0.00012328040893597614,0.0005100640425566125,0.0002629212865162283,0.00020830102168305708,0.00029820351028542923,0.00018642566958088915,7.915372679930018e-05,0.0005205879701547863,0.00025773455753139136,0.00023652674669341023,0.00015287480657195072,0.00017361763199855192,0.00027185492407598465,0.00024600791624936736,8.305472489564246e-05,0.000377704265054695,0.0003459263019200067,0.00020460618934539545,0.00016483330580975214,0.0002992785647563046,0.00021362828894040434,0.00028710717175854417,0.00027377935768135847,0.0003827231163209279,0.0001652576824328612,0.00033203123310129726,0.00033982229157684333,0.00019432293833263962,0.00047134236134473346,0.0002748312597228532,0.00021396982204767895,0.00048389306064628725,0.00032608719149942143,0.0003956555143853822,0.0002774316116765598,0.0002919728602260397,0.0005380500139635872,0.0002554548602562829,0.00016228723678554394,8.776553324748254e-05,0.00038377966095996574,0.0001589892766187491,8.638242153876375e-05,0.0002698881846738772,0.0004052540413661834,0.00026115262616276927,0.00021283913485117142
0.00029833180057644833,0.00040847997107986735,0.0005072982004747914,0.0005311752721544536,0.0005234548257257275,0.0004772185913069324,0.00047636722587795295,0.0005645021086715787,0.00069823655416747,0.00020902983823336093,0.0002250553621835253,8.064721987825964e-05,0.0001441185996338259,0.0002814116273645459,0.00013435973899588181,0.0002707554671448902,0.00025883336208810243,0.00031688706099601907,0.0001392157428010351,0.00012422340288193012,0.0003501055597928255,0.0002412837310005299,0.0003765243916490383,0.00047959529832110423,0.00013772407853396404,0.00013020546994390287,0.0003022135100199053,0.00012978416716955538,7.786055162486985e-05,0.00022366107852740615,0.0004447817052592782,0.00023204188478919387,0.0003745429423503642,0.00026953204657323665,0.00047620325141878485,0.0003722576683196025,0.0002546868627767415,8.798431821743651e-05,0.0004901534554063328,0.00012577303894905012,0.00044508291065189674,5.822047751247935e-05,0.00012253918184408345,0.00012937712708587166,0.00011444411814781337,0.0003825182553802976,0.00031631550232018085,0.00028563119078008997,0.0002630535187640052,0.0003280770078261749,0.00021414571158427838,0.0006249100426448141,0.0002019522560996811,9.614589028356613e-05,0.0005470882426150687,0.0002684520854315694,0.00021861672227839452,0.00028771801230468755,0.0001847444189464198,6.5899765775092e-05,0.0005139286629680357,0.0002675624860347733,0.00023941052315653623,0.00015289042364243722,0.00016594496063000982,0.0002644716643991647,0.00025193751332387466,7.356707504566706e-05,0.00037738036968280967,0.0003276116490889327,0.0001923668138830418,0.00014919675042659197,0.00030389454342944855,0.00022854368073916973,0.0002917880289988611,0.00024241253614702555,0.00039300732180137045,0.00014290176824694622,0.00030641283078025074,0.0003182022756273156,0.00018733186281026608,0.0004221691289426358,0.00028726730354897124,0.0001974029652847323,0.0005481103814547214,0.00032801289193946665,0.0004014146265921097,0.0002948417097494266,0.0002997272402660859,0.0005316077541807554,0.00026637569899158413,0.00014730708179864848,5.956339765242597e-05,0.0003832010672454925,0.00012378118886112176,7.164714601813041e-05,0.0002826678324176594,0.00038113337620389244,0.0002542753400447982,0.0002170650308882709
0.00037889113437966035,0.00048459126068547243,0.0005311752721544536,0.0009633910749761487,0.0007449096676016651,0.0005949377309880493,0.0005970343807945478,0.0007729926708680647,0.0008784303250517077,0.00026099894849975093,0.000281026624968781,8.974510213134505e-05,0.00013784608098770502,0.00038425839601040324,0.00011965328469878458,0.0003308443582378645,0.0003382589713127195,0.000381723965076389,0.00014791160561960853,0.0001485942366921204,0.0004930667816324956,0.0002834106980007272,0.000458327663230139,0.000576897969771019,0.00018880060238452703,0.0001453442227929548,0.0003528380790297066,0.00014347601258838473,8.470663841358698e-05,0.00029003981169879,0.0007292689406475709,0.00027630498903873416,0.00045926895472694364,0.0003701681653628189,0.0006234390511648821,0.00040128621164413906,0.00032976320611148303,0.00010523195037153705,0.0007297988740957699,0.00017470772394108538,0.0005554741480791892,4.266982495119429e-05,0.00012008923176716975,0.00013062635130282638,0.0001709894853824051,0.0005357960253577193,0.0003781579890438702,0.00039447941519511157,0.00029744465471695844,0.0004035782051339259,0.0002405030016908952,0.0007933782707767269,0.0002674961192653468,0.0001034605857209629,0.0007374915122295141,0.0003739525034945744,0.00023100077429376797,0.00036947946313878826,0.0002259385282986307,4.433225671279358e-05,0.0006428085290734291,0.00032301574297329656,0.00026951353176371556,0.0001715270050957889,0.00019035303768390755,0.00034133910563995123,0.00034060995405354696,6.735943654876266e-05,0.0004907092010441296,0.0004435237280874412,0.00024125489644637784,0.00015997303333067667,0.00042572470947754924,0.00029336942888296026,0.00041166195004671135,0.00034095615666240647,0.0005050166763187003,0.0001992355698021399,0.0005013980896386553,0.0004231516515452177,0.0002635956144642776,0.0005537480335775774,0.0003697361310776495,0.00025622441499013215,0.0007214597398710016,0.00045717784876247016,0.0005581554986601921,0.00032513295956947965,0.00036793347954828783,0.000667626837040097,0.00033930471631440885,0.0001737833234242253,7.041010817846998e-05,0.00047179284116849343,8.399439239674355e-05,5.944239679288141e-05,0.0003626858101720379,0.000523010851153153,0.0003298187697121896,0.00029815570625663725
0.00040381587982747484,0.0006146037802212493,0.0005234548257257275,0.0007449096676016651,0.001817882027082258,0.0005723626802732854,0.0005683778969430648,0.0006869862112897255,0.0011563173000166994,0.00024421050633708063,0.0002698276861160053,5.0291002557542547e-05,0.0001552712859455821,0.0003085488539821647,9.435880375938187e-05,0.00036197597991295677,0.0003349670887024706,0.000386986767888423,8.84243759873888e-05,0.00016929493940555777,0.0005111712223260057,0.0002672599322154545,0.0005394545542476548,0.0005969212329016355,0.00017454629790407346,0.00012234128138188758,0.00037175845583208576,0.00012504525213938734,2.207506441311515e-05,0.000256426836995826,0.0008840602499432895,0.00025214599333334294,0.00044694760174892597,0.00040142896549111333,0.0006721111497163502,0.0004517816356008341,0.00032971965323705767,1.612234620923181e-05,0.0007600113152708701,0.00013001357506395008,0.0006643443988090748,-1.9355461928520117e-05,0.0001008333553240593,0.00012845836648836732,4.6183348686694645e-05,0.0005277049383454663,0.00041389229468964396,0.00031530180019279287,0.00031268671187398067,0.0004344886233494498,0.000244012524104556,0.0009922101325364567,0.00022468334496438113,7.746277652061183e-05,0.0007769360310816272,0.00034667242869269085,0.00025486383721318753,0.0004147391370890898,0.00020518512722500436,3.8568335003564996e-05,0.0007590473567092783,0.000325981058815659,0.0003456770048692176,0.0001535201376280992,0.0002239784815082564,0.00031815091644929873,0.0003026694968780922,2.4045207807792432e-05,0.0004850883688863413,0.0005177640409983806,0.000283535987847503,9.551670255136825e-05,0.00046494786049145197,0.0002505424299144002,0.00037489835561295063,0.00038777967315731666,0.0005177050792953276,0.0002011761612933727,0.0005210400572511065,0.0004783749331190428,0.00035578864092032696,0.0006783453363101129,0.0003835214467518448,0.00024127829325738573,0.0008018775525302372,0.0005391752133208832,0.000694387862636299,0.00032240752966353583,0.00034147427472477687,0.0007749657977652094,0.00034725550249968323,0.00013822009022045108,5.52229967304486e-05,0.0005163826409777627,0.00012214419900475495,9.354131526243093e-05,0.0003164857083934802,0.0006937138630520727,0.00030713547291116476,0.0003392879571470136
0.000315590754102449,0.0004440729819181153,0.0004772185913069324,0.0005949377309880493,0.0005723626802732854,0.0006386057792689149,0.000639513244472402,0.0007225162139114327,0.000746081045780724,0.00022333832943150712,0.00023630420781095449,7.817983730890147e-05,0.00011827891486628616,0.00027629218136635827,0.0001119478599862017,0.00026592657795713933,0.00027884260866336945,0.0003135546473525845,0.00011648889638039732,0.0001248229782372179,0.0003805662367723216,0.000258165697535344,0.0003996260736205253,0.0005067926445148238,0.00015478536927642213,0.00010963040416627656,0.00030383566037838275,0.00010954464640718092,6.256340306558399e-05,0.00024903842367714153,0.000530984415406745,0.0002472310964444264,0.00038973535899275853,0.00027638689881621573,0.0004944694103085596,0.0004194788896670282,0.0002692535866478572,9.759987077612247e-05,0.0005816057091013923,0.00013023984077648173,0.00049743659586696,5.6712672003753007e-05,0.00010126242173851246,0.0001182366388170269,0.0001238776923956312,0.0004218407368292262,0.0003152069395426304,0.00030151972707705913,0.00026638945379433323,0.00036653396539964835,0.00020911357323914848,0.0006846278720949282,0.00020068485768649083,0.0001061595788970358,0.0005775058057172637,0.0002606795994947135,0.00022602902154638107,0.0003027089331846008,0.00019321809518730066,6.577901828453968e-05,0.0005604034350055192,0.0002611639161100206,0.00022875300982235766,0.00012487610117924017,0.0001574109938395892,0.0002816738574024087,0.00026927896444295564,8.120057198699958e-05,0.0003930826936558545,0.00038305677543165075,0.0002008501386698925,0.00014508354506895311,0.0003303447917376367,0.00021158961859142153,0.0002912465893897586,0.0002737275498189158,0.0004418484129877085,0.00014433061004726178,0.0003506502544505981,0.00033657527972464664,0.00019605178183038392,0.0005072363650666893,0.00029426437326875155,0.00022094233629512026,0.0005537034551985397,0.00036335964571967164,0.00043082842403739343,0.0002938259977297497,0.0003155190965657393,0.0005676518847045163,0.00026487773541616834,0.0001437232948637777,6.055211554466994e-05,0.00042299671932368197,0.00011728398365365265,5.638277078488289e-05,0.00030417399314560653,0.0004092625136253598,0.00027717103214478157,0.00022774511191897277
0.0003147197409613491,0.0004407002450677693,0.00047636722587795295,0.0005970343807945478,0.0005683778969430648,0.000639513244472402,0.0006431809884750518,0.0007234876075337145,0.0007454223685397122,0.0002232889971050059,0.00023437817542713138,7.805971437860859e-05,0.00011572809841933144,0.0002791219071255154,0.00011086772349745301,0.0002634201363540105,0.0002780800647985769,0.00031268065407212087,0.00011527118664739962,0.00011917158475331265,0.0003812519556333343,0.00025862604403544085,0.0003969542562320885,0.0005063068215368804,0.000151403262556436,0.00010933339685422923,0.0003008273841636495,0.00010914384847830236,6.240992662969858e-05,0.0002506982406366694,0.0005341423307552018,0.00024538687837172854,0.0003876058657266849,0.0002773103636899827,0.0004965934654500506,0.00041798756973696624,0.00026912831180946685,9.743694009402133e-05,0.0005854272143412143,0.00013213485606025413,0.0004970186757336399,5.559639133118638e-05,0.0001001439606891145,0.00011687769777418934,0.00012283076927495172,0.0004233772689793931,0.00031210199563741237,0.0003053381811899497,0.0002643380722492438,0.0003663648340805573,0.0002072290774638434,0.0006812261555101175,0.00020091934348661288,0.00010676242300912375,0.0005788689066018502,0.00026113706139063806,0.0002253185099075425,0.0003019017794659237,0.000191281627906243,6.337669676750892e-05,0.0005600170116502551,0.0002600218057366725,0.00022913155635756412,0.00012195099696870754,0.00015515147350687934,0.0002807615690991033,0.0002670763627172162,8.043537668781092e-05,0.0003929728524883988,0.00038545501681820356,0.00019975377236193732,0.00014281031164205884,0.0003286019777439033,0.00020960460638347106,0.00029162118343864615,0.0002689651928600552,0.00044246313839404214,0.0001375190107734252,0.0003532389077171266,0.00033479947944089626,0.0001947607154896991,0.0005069173822368104,0.000295884227972178,0.00022026124628068427,0.0005587527222269307,0.0003625980421880072,0.00043325401740934994,0.00029125163333426363,0.00031595646056340165,0.0005667168589250883,0.0002661395277646221,0.00014355609394760046,5.917998165450662e-05,0.00042209494228961344,0.00011492204169591463,5.3210346733654186e-05,0.0003034322743262621,0.00041072217656132,0.000278675785208218,0.00023101109158276924
0.0003897321343896826,0.0005537989091720475,0.0005645021086715787,0.0007729926708680647,0.0006869862112897255,0.0007225162139114327,0.0007234876075337145,0.0015906475046088022,0.0009547569148477964,0.00024452039607442366,0.0002935448242113798,8.463938522337666e-05,6.786618180930812e-05,0.00039224357949469026,0.0001334802978743383,0.0003373907856730138,0.00035234385102452757,0.00040660848150116607,0.00017893332963359583,8.23766882630154e-05,0.000504153100187434,0.00030444222847584944,0.0004919181978858734,0.000652788188418945,0.00014471745078260066,0.00011660276688984126,0.0003687011778751334,0.00010360857298721638,5.8411366347174744e-05,0.00032986880183920146,0.0009217148937609384,0.0003081366031669705,0.00048018465012842536,0.00031082261861467987,0.0006547146779878349,0.0005667174858413047,0.00034387936784828634,0.00010891749483068198,0.0009186223408022303,0.00011274969776587938,0.0006671652433279471,4.326392527176381e-05,0.00012311854082899088,9.931263585740938e-05,0.00015496984214989867,0.0005582519929771553,0.00038166739022278115,0.00042335273850659615,0.00032445337509793074,0.0004403391650977043,0.00022068127939258247,0.0009030542295659661,0.00024233797582466128,0.00010080809646624836,0.0007277118961005709,0.00034878349650523566,0.0002485948804210372,0.0003939161704601884,0.00024403626661896006,8.508035150147385e-05,0.0007338507822894039,0.00030138110642193125,0.00021107041068356896,0.00012140122185611265,0.00015858695187024924,0.00036377469013921545,0.0003582081281806497,5.886293411948532e-05,0.00046641983075329144,0.0004656868064379568,0.0001460441661748941,0.00012750545183984351,0.0004346452675439676,0.00021534388532156397,0.00037375932589138553,0.0003492358004856539,0.0005764006614520712,0.00011079503290208012,0.0004523655317404816,0.00043362410758001897,0.0001671691146980158,0.000716193392931785,0.00033803965555687565,0.00029149626060832445,0.000639731905090239,0.00048510298318721855,0.0005066286828168163,0.0003198960058022219,0.00038586746826137734,0.0007279401408769153,0.00033722409388976603,0.00017488025521943237,8.54055384302571e-05,0.0005313758678617914,0.0001308936258129031,7.222078000662597e-06,0.0003713127954065129,0.0005451877027127266,0.00034721322417621033,0.0002939608242043548
0.0005064580894195078,0.0006796219704650913,0.00069823655416747,0.0008784303250517077,0.0011563173000166994,0.000746081045780724,0.0007454223685397122,0.0009547569148477964,0.0016024347062895269,0.00033448463738084035,0.0003904721927725771,8.63411736804489e-05,0.0001846485578698445,0.0004446616227330917,0.00016644388322148272,0.00046882934356962753,0.0004499868926700351,0.0005451149591285931,0.0001839767345951832,0.0002160897598342682,0.0006263377308052342,0.0003915182696308607,0.0007329441625149632,0.0008017405893178289,0.0002490433697336849,0.00016743583970546322,0.0004834230284928108,0.00016882237988099345,9.112514243553164e-05,0.00036923548265646795,0.0009544372335752522,0.00035999043332666657,0.0005999946120116657,0.00044116204258825355,0.0008269387944234154,0.0007219508637746877,0.00044778470907197264,9.360267581315753e-05,0.0009511255477377325,0.00016119812470162328,0.0009240214326007669,3.660809741344515e-05,0.00014108846233445765,0.0001976258670017813,0.00018056492817177157,0.0006885183059552276,0.0004868879881158377,0.0004544387551408286,0.00046384912781684815,0.0006190887837925359,0.000310983471103054,0.0013519661559051874,0.0003224451450710498,0.00014816716244682432,0.0009531647995711458,0.0004300587000290128,0.00037080863633998453,0.0005371775255697918,0.0002790152514646699,5.3054763771638244e-05,0.001080075534798218,0.0004424953819980335,0.0004507350060263461,0.00022081459498835603,0.00029293950522892015,0.00047569006004876584,0.00043381257614252854,7.595746553999278e-05,0.0006670376243299082,0.0007250877368429741,0.0003926033005747041,0.00021762534517540187,0.000576850840068953,0.000337899050620596,0.0004785463525951172,0.0005176491586757892,0.0007210554381668224,0.0002791820963551444,0.0005582138638318139,0.0006031405653090541,0.0003796634566596125,0.0009305948336852886,0.0004952760133084941,0.0003467882197886401,0.0009801714570359282,0.0006695342458984614,0.0007818855600411815,0.00042923450916431256,0.00043881323097579174,0.001123185546329633,0.00044152042140477445,0.0002145184889627256,9.063053995080492e-05,0.0007592735627367863,0.00016718817292277405,7.993420627488192e-05,0.000494432181476711,0.0007297199543855237,0.0004423473536758154,0.0004037309957521849
0.00017912620068227442,0.000220319158171849,0.00020902983823336093,0.00026099894849975093,0.00024421050633708063,0.00022333832943150712,0.0002232889971050059,0.00024452039607442366,0.00033448463738084035,0.00019910757080154724,0.00018680800117516275,7.644091155172372e-05,0.00011179791082263009,0.00016789863250451855,9.856862668596959e-05,0.00016698261251828737,0.00020166524543670694,0.00018857266151369728,0.0001238164136762619,0.00013502381460291798,0.00020390186163644347,0.00016040173094914175,0.00020851719574123891,0.00021685107541578958,0.00013833595473541172,9.849805030260054e-05,0.00016918001391830732,0.00011267894639413306,8.567135839956368e-05,0.0001495340630696122,0.00023837411904533868,0.00015615215409124495,0.00021170613163052992,0.00016554399185744653,0.0002258447414155086,0.00021469596713285982,0.00020278921257383255,8.306708009401863e-05,0.00025415830645804876,9.438564869432918e-05,0.00023048248656843418,6.814205368306563e-05,0.00011060531203929008,9.351954867464625e-05,0.00011209871050642821,0.00023346105878846598,0.0001862751650677637,0.00017841127369982456,0.00017988388868912325,0.00018430268418980427,0.00014869408296507147,0.0003261890621583972,0.00015448445142496358,9.238513724442122e-05,0.0002544805248609968,0.00016762415145648934,0.00015059866861996327,0.00019578882493486683,0.00013562798757795982,6.042064392505882e-05,0.00028671884521612364,0.00015163221440081816,0.00018762785617980113,0.0001274132857545266,0.00014584516887619666,0.00020005131859946715,0.00018070778608610339,8.188345322461844e-05,0.0002456798076147166,0.00020629628520571058,0.0001879585598928038,0.00011126648497314834,0.00017870846712404547,0.00016097429176369213,0.0001937840671460439,0.00020070391886653266,0.00022265155637447457,0.00016742746777963444,0.0002093453977504385,0.0002266296526238399,0.0001772106876699082,0.00024463575971882723,0.00016812252952385414,0.00016049651816119284,0.00022926527306774933,0.00020232564775933437,0.0002552588016544465,0.0001723043776358735,0.00017521270150873397,0.00029214718703769716,0.0002086909819408569,0.0001157672453435039,8.823076166832737e-05,0.00021042283072232715,9.952757005380907e-05,8.815057866536973e-05,0.00018330484029997174,0.0002392020438250218,0.00020488907499399768,0.00014732285003307311
